"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Alaska"	"02"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	43	698895	6.2	6.2	4.4	8.4
	"Alaska"	"02"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	33	698895	4.7	4.5	3.1	6.4
"Total"	"Alaska"	"02"	"2009"	"2009"			143	698895	20.5	20.0	16.6	23.4
	"Alaska"	"02"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	44	710231	6.2	5.8	4.2	7.9
	"Alaska"	"02"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	67	710231	9.4	9.8	7.5	12.6
	"Alaska"	"02"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	32	710231	4.5	4.4	3.0	6.2
"Total"	"Alaska"	"02"	"2010"	"2010"			164	710231	23.1	22.8	19.2	26.4
	"Alaska"	"02"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	722718	4.3	4.2	2.9	6.0
	"Alaska"	"02"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	49	722718	6.8	7.1	5.1	9.5
	"Alaska"	"02"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	31	722718	4.3	4.2	2.8	6.0
	"Alaska"	"02"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	19	722718	Unreliable	Unreliable	1.6	4.3
"Total"	"Alaska"	"02"	"2011"	"2011"			143	722718	19.8	20.0	16.6	23.4
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	731449	Unreliable	Unreliable	0.8	3.1
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	44	731449	6.0	6.0	4.3	8.1
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	42	731449	5.7	5.7	4.1	7.9
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	29	731449	4.0	4.0	2.6	5.9
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	27	731449	3.7	3.6	2.3	5.3
"Total"	"Alaska"	"02"	"2012"	"2012"			168	731449	23.0	23.0	19.4	26.7
	"Alaska"	"02"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	30	735132	4.1	3.8	2.6	5.4
	"Alaska"	"02"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	65	735132	8.8	9.6	7.3	12.4
	"Alaska"	"02"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	40	735132	5.4	5.2	3.7	7.1
	"Alaska"	"02"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	15	735132	Unreliable	Unreliable	1.1	3.2
"Total"	"Alaska"	"02"	"2013"	"2013"			171	735132	23.3	23.2	19.6	26.7
	"Alaska"	"02"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	736732	Unreliable	Unreliable	1.0	3.2
	"Alaska"	"02"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	736732	4.2	3.9	2.6	5.6
	"Alaska"	"02"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	52	736732	7.1	7.1	5.3	9.4
	"Alaska"	"02"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	25	736732	3.4	3.2	2.0	4.8
	"Alaska"	"02"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	38	736732	5.2	5.0	3.5	7.0
"Total"	"Alaska"	"02"	"2014"	"2014"			167	736732	22.7	22.1	18.6	25.5
	"Alaska"	"02"	"2015"	"2015"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	53	738432	7.2	7.1	5.3	9.3
	"Alaska"	"02"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	64	738432	8.7	8.5	6.5	11.0
	"Alaska"	"02"	"2015"	"2015"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	21	738432	2.8	2.7	1.6	4.2
	"Alaska"	"02"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	38	738432	5.1	5.2	3.7	7.2
"Total"	"Alaska"	"02"	"2015"	"2015"			201	738432	27.2	26.9	23.1	30.7
	"Alaska"	"02"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	48	741894	6.5	6.8	5.0	9.1
	"Alaska"	"02"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	47	741894	6.3	6.0	4.4	8.1
	"Alaska"	"02"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	20	741894	2.7	2.7	1.6	4.2
	"Alaska"	"02"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	46	741894	6.2	6.1	4.4	8.2
"Total"	"Alaska"	"02"	"2016"	"2016"			193	741894	26.0	25.8	22.1	29.5
	"Alaska"	"02"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	739795	Unreliable	Unreliable	1.1	3.4
	"Alaska"	"02"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	53	739795	7.2	7.0	5.2	9.2
	"Alaska"	"02"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	35	739795	4.7	4.8	3.3	6.7
	"Alaska"	"02"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	17	739795	Unreliable	Unreliable	1.3	3.8
	"Alaska"	"02"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	67	739795	9.1	8.9	6.9	11.4
"Total"	"Alaska"	"02"	"2017"	"2017"			200	739795	27.0	27.0	23.2	30.9
	"Alaska"	"02"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	55	737438	7.5	7.4	5.5	9.6
	"Alaska"	"02"	"2018"	"2018"	"Intentional self-harm by handgun discharge"	"X72"	50	737438	6.8	6.9	5.1	9.2
	"Alaska"	"02"	"2018"	"2018"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	737438	Unreliable	Unreliable	1.2	3.4
	"Alaska"	"02"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	41	737438	5.6	5.5	3.9	7.5
"Total"	"Alaska"	"02"	"2018"	"2018"			184	737438	25.0	24.6	20.9	28.2
"Total"	"Alaska"	"02"					3064	13838181	22.1	22.1	21.3	22.9
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	26	5023823	0.5	0.5	0.4	0.8
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	22	5023823	0.4	0.5	0.3	0.7
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	58	5023823	1.2	1.2	0.9	1.6
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	28	5023823	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	110	5023823	2.2	2.2	1.8	2.6
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-harm by handgun discharge"	"X72"	134	5023823	2.7	2.7	2.2	3.2
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	43	5023823	0.9	0.8	0.6	1.1
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	299	5023823	6.0	6.1	5.4	6.7
"Total"	"Arizona"	"04"	"1999"	"1999"			766	5023823	15.2	15.5	14.4	16.6
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	5130632	Unreliable	Unreliable	0.2	0.5
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	62	5130632	1.2	1.3	1.0	1.6
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	39	5130632	0.8	0.8	0.6	1.1
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	121	5130632	2.4	2.4	2.0	2.8
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	75	5130632	1.5	1.5	1.2	1.8
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	37	5130632	0.7	0.7	0.5	1.0
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	377	5130632	7.3	7.5	6.7	8.3
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-harm by sharp object"	"X78"	10	5130632	Unreliable	Unreliable	0.1	0.4
"Total"	"Arizona"	"04"	"2000"	"2000"			784	5130632	15.3	15.6	14.5	16.7
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	5273477	Unreliable	Unreliable	0.1	0.4
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	5273477	Unreliable	Unreliable	0.1	0.5
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	55	5273477	1.0	1.1	0.8	1.4
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	30	5273477	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	149	5273477	2.8	2.8	2.4	3.3
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	60	5273477	1.1	1.2	0.9	1.5
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	40	5273477	0.8	0.8	0.6	1.1
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	368	5273477	7.0	7.1	6.4	7.8
	"Arizona"	"04"	"2001"	"2001"	"Intentional self-harm by sharp object"	"X78"	11	5273477	Unreliable	Unreliable	0.1	0.4
"Total"	"Arizona"	"04"	"2001"	"2001"			767	5273477	14.5	14.8	13.7	15.8
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	23	5396255	0.4	0.5	0.3	0.7
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	20	5396255	0.4	0.4	0.2	0.6
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	64	5396255	1.2	1.2	0.9	1.6
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	33	5396255	0.6	0.6	0.4	0.9
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	144	5396255	2.7	2.7	2.2	3.1
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	77	5396255	1.4	1.4	1.1	1.8
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	65	5396255	1.2	1.2	0.9	1.5
	"Arizona"	"04"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	417	5396255	7.7	7.8	7.1	8.6
"Total"	"Arizona"	"04"	"2002"	"2002"			886	5396255	16.4	16.6	15.5	17.7
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	5510364	Unreliable	Unreliable	0.1	0.5
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	21	5510364	0.4	0.4	0.2	0.6
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	61	5510364	1.1	1.2	0.9	1.5
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	33	5510364	0.6	0.6	0.4	0.9
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	167	5510364	3.0	3.1	2.6	3.6
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	57	5510364	1.0	1.0	0.8	1.4
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	33	5510364	0.6	0.6	0.4	0.9
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	396	5510364	7.2	7.2	6.5	8.0
	"Arizona"	"04"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	11	5510364	Unreliable	Unreliable	0.1	0.4
"Total"	"Arizona"	"04"	"2003"	"2003"			840	5510364	15.2	15.5	14.5	16.6
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	28	5652404	0.5	0.5	0.3	0.7
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	26	5652404	0.5	0.5	0.3	0.7
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	65	5652404	1.1	1.2	0.9	1.5
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	31	5652404	0.5	0.6	0.4	0.8
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	161	5652404	2.8	2.9	2.5	3.4
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	69	5652404	1.2	1.3	1.0	1.6
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	58	5652404	1.0	1.0	0.8	1.3
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	382	5652404	6.8	6.8	6.1	7.5
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by sharp object"	"X78"	19	5652404	Unreliable	Unreliable	0.2	0.5
	"Arizona"	"04"	"2004"	"2004"	"Intentional self-harm by jumping or lying before moving object"	"X81"	10	5652404	Unreliable	Unreliable	0.1	0.4
"Total"	"Arizona"	"04"	"2004"	"2004"			880	5652404	15.6	15.8	14.8	16.9
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	31	5839077	0.5	0.5	0.4	0.8
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	5839077	0.4	0.4	0.3	0.6
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	52	5839077	0.9	0.9	0.7	1.2
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	33	5839077	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	221	5839077	3.8	3.8	3.3	4.4
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-harm by handgun discharge"	"X72"	69	5839077	1.2	1.2	0.9	1.5
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	55	5839077	0.9	0.9	0.7	1.2
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	390	5839077	6.7	6.7	6.1	7.4
	"Arizona"	"04"	"2005"	"2005"	"Intentional self-harm by sharp object"	"X78"	21	5839077	0.4	0.4	0.2	0.5
"Total"	"Arizona"	"04"	"2005"	"2005"			945	5839077	16.2	16.4	15.3	17.4
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	31	6029141	0.5	0.5	0.3	0.7
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	33	6029141	0.5	0.6	0.4	0.8
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	62	6029141	1.0	1.1	0.8	1.4
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	36	6029141	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	190	6029141	3.2	3.2	2.8	3.7
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-harm by handgun discharge"	"X72"	91	6029141	1.5	1.5	1.2	1.9
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	47	6029141	0.8	0.8	0.6	1.0
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	425	6029141	7.0	7.0	6.3	7.7
	"Arizona"	"04"	"2006"	"2006"	"Intentional self-harm by sharp object"	"X78"	25	6029141	0.4	0.4	0.3	0.6
"Total"	"Arizona"	"04"	"2006"	"2006"			979	6029141	16.2	16.3	15.3	17.4
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	32	6167681	0.5	0.5	0.4	0.7
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	28	6167681	0.5	0.4	0.3	0.6
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	110	6167681	1.8	1.8	1.4	2.1
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	35	6167681	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	180	6167681	2.9	3.0	2.6	3.4
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by handgun discharge"	"X72"	56	6167681	0.9	0.9	0.7	1.2
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	42	6167681	0.7	0.7	0.5	1.0
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	454	6167681	7.4	7.4	6.7	8.1
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by sharp object"	"X78"	21	6167681	0.3	0.3	0.2	0.5
	"Arizona"	"04"	"2007"	"2007"	"Intentional self-harm by jumping from a high place"	"X80"	11	6167681	Unreliable	Unreliable	0.1	0.3
"Total"	"Arizona"	"04"	"2007"	"2007"			1016	6167681	16.5	16.5	15.5	17.6
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	25	6280362	0.4	0.4	0.3	0.6
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	24	6280362	0.4	0.4	0.2	0.6
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	92	6280362	1.5	1.5	1.2	1.8
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	35	6280362	0.6	0.5	0.4	0.7
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	190	6280362	3.0	3.1	2.7	3.6
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	65	6280362	1.0	1.0	0.8	1.3
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	66	6280362	1.1	1.0	0.8	1.3
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	409	6280362	6.5	6.4	5.8	7.0
	"Arizona"	"04"	"2008"	"2008"	"Intentional self-harm by sharp object"	"X78"	14	6280362	Unreliable	Unreliable	0.1	0.3
"Total"	"Arizona"	"04"	"2008"	"2008"			972	6280362	15.5	15.5	14.5	16.5
	"Arizona"	"04"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	25	6343154	0.4	0.4	0.2	0.6
	"Arizona"	"04"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	36	6343154	0.6	0.6	0.4	0.8
	"Arizona"	"04"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	106	6343154	1.7	1.7	1.4	2.0
